activity_id,date,deal_id,owner,activity_type,outcome,duration_min
ACT-001196,2025-09-02,D-00421,Ana (AE),Demo,Sent Proposal,21
ACT-001197,2025-08-26,D-00362,Carla (AE),Demo,No Answer,58
ACT-001198,2026-02-13,D-00472,Eva (SDR),Email,No Answer,0
ACT-001199,2025-08-04,D-00373,Ana (AE),Email,No Answer,0
ACT-001200,2025-06-01,D-00211,Ana (AE),Call,Connected,29
ACT-001201,2025-09-05,D-00373,Ana (AE),Meeting,Demo Scheduled,57
ACT-001202,2026-01-19,D-00384,Eva (SDR),Email,No Answer,0
ACT-001203,2025-05-14,D-00482,Bruno (AE),Meeting,No Answer,57
ACT-001204,2026-02-15,D-00053,Eva (SDR),Call,Follow-up,25
ACT-001205,2025-02-08,D-00394,Eva (SDR),Email,Sent Proposal,0
ACT-001206,2026-01-31,D-00025,Carla (AE),Call,Follow-up,27
ACT-001207,2025-07-15,D-00280,Carla (AE),WhatsApp,Follow-up,0
ACT-001208,2025-02-24,D-00203,Bruno (AE),Email,No Answer,0
ACT-001209,2025-04-26,D-00134,Ana (AE),Email,Sent Proposal,0
ACT-001210,2025-01-08,D-00037,Eva (SDR),WhatsApp,Connected,0
ACT-001211,2024-11-24,D-00009,Bruno (AE),Email,Connected,0
ACT-001212,2025-11-09,D-00366,Ana (AE),WhatsApp,Sent Proposal,0
ACT-001213,2024-09-30,D-00315,Ana (AE),Email,Sent Proposal,0
ACT-001214,2025-04-20,D-00458,Bruno (AE),Email,Connected,0
ACT-001215,2025-04-11,D-00311,Carla (AE),WhatsApp,Connected,0
ACT-001216,2025-02-19,D-00156,Bruno (AE),Email,Follow-up,0
ACT-001217,2025-01-15,D-00420,Diego (AE),Meeting,Follow-up,40
ACT-001218,2025-03-08,D-00256,Carla (AE),Meeting,Connected,61
ACT-001219,2025-07-21,D-00100,Ana (AE),Call,No Answer,53
ACT-001220,2025-10-13,D-00489,Bruno (AE),WhatsApp,Follow-up,0
ACT-001221,2025-07-10,D-00372,Ana (AE),Meeting,Connected,7
ACT-001222,2026-02-05,D-00504,Bruno (AE),Meeting,Demo Scheduled,15
ACT-001223,2024-10-02,D-00379,Bruno (AE),Call,Follow-up,55
ACT-001224,2025-07-04,D-00154,Carla (AE),Demo,Demo Scheduled,30
ACT-001225,2025-03-15,D-00329,Bruno (AE),WhatsApp,Sent Proposal,0
ACT-001226,2026-01-16,D-00086,Carla (AE),Meeting,Demo Scheduled,7
ACT-001227,2024-11-11,D-00428,Bruno (AE),Email,Connected,0
ACT-001228,2026-01-22,D-00287,Ana (AE),Demo,Connected,45
ACT-001229,2025-12-09,D-00171,Carla (AE),Meeting,Follow-up,38
ACT-001230,2025-04-02,D-00460,Carla (AE),Email,Connected,0
ACT-001231,2024-10-13,D-00470,Bruno (AE),Email,Connected,0
ACT-001232,2025-05-27,D-00011,Eva (SDR),Call,No Answer,65
ACT-001233,2025-07-27,D-00390,Eva (SDR),Call,Follow-up,53
ACT-001234,2026-02-14,D-00344,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-001235,2025-11-29,D-00435,Diego (AE),WhatsApp,Connected,0
ACT-001236,2024-11-09,D-00355,Ana (AE),Meeting,No Answer,39
ACT-001237,2026-01-22,D-00086,Carla (AE),Demo,Connected,45
ACT-001238,2024-11-09,D-00117,Carla (AE),WhatsApp,Demo Scheduled,0
ACT-001239,2026-01-08,D-00110,Diego (AE),Call,No Answer,24
ACT-001240,2025-02-25,D-00243,Diego (AE),Demo,Connected,6
ACT-001241,2025-12-13,D-00350,Bruno (AE),Call,Follow-up,63
ACT-001242,2024-10-22,D-00339,Bruno (AE),Meeting,Connected,22
ACT-001243,2025-03-22,D-00205,Bruno (AE),Call,Follow-up,16
ACT-001244,2025-06-30,D-00004,Diego (AE),WhatsApp,Connected,0
ACT-001245,2025-03-27,D-00052,Eva (SDR),Email,Follow-up,0
ACT-001246,2026-01-11,D-00198,Eva (SDR),WhatsApp,Follow-up,0
ACT-001247,2025-11-11,D-00508,Diego (AE),WhatsApp,No Answer,0
ACT-001248,2025-10-22,D-00063,Diego (AE),Call,Connected,27
ACT-001249,2025-03-25,D-00203,Bruno (AE),Call,Follow-up,29
ACT-001250,2026-02-12,D-00127,Bruno (AE),Call,Demo Scheduled,34
ACT-001251,2025-01-19,D-00167,Carla (AE),Meeting,Follow-up,57
ACT-001252,2025-05-27,D-00519,Ana (AE),Call,Connected,49
ACT-001253,2025-12-11,D-00247,Ana (AE),Call,Demo Scheduled,37
ACT-001254,2025-07-09,D-00289,Diego (AE),Call,Connected,49
ACT-001255,2025-06-23,D-00062,Ana (AE),WhatsApp,No Answer,0
ACT-001256,2025-03-05,D-00457,Carla (AE),Demo,Follow-up,45
ACT-001257,2026-02-04,D-00371,Ana (AE),Meeting,Follow-up,13
ACT-001258,2025-03-15,D-00269,Carla (AE),Email,Follow-up,0
ACT-001259,2025-04-23,D-00492,Eva (SDR),Email,Demo Scheduled,0
ACT-001260,2025-12-04,D-00321,Ana (AE),Demo,Connected,26
ACT-001261,2025-02-16,D-00044,Carla (AE),Email,Demo Scheduled,0
ACT-001262,2025-10-09,D-00333,Diego (AE),Email,Demo Scheduled,0
ACT-001263,2025-11-25,D-00464,Carla (AE),Call,Demo Scheduled,58
ACT-001264,2024-10-09,D-00026,Eva (SDR),WhatsApp,No Answer,0
ACT-001265,2025-07-13,D-00153,Ana (AE),Email,No Answer,0
ACT-001266,2025-05-16,D-00177,Diego (AE),Meeting,Connected,17
ACT-001267,2026-01-17,D-00017,Ana (AE),Email,Connected,0
ACT-001268,2025-01-22,D-00203,Bruno (AE),Email,Connected,0
ACT-001269,2026-01-10,D-00285,Eva (SDR),Call,Follow-up,68
ACT-001270,2026-01-13,D-00444,Eva (SDR),Demo,Connected,12
ACT-001271,2025-07-31,D-00362,Carla (AE),Call,No Answer,66
ACT-001272,2025-07-10,D-00297,Ana (AE),Call,Sent Proposal,32
ACT-001273,2025-09-23,D-00427,Carla (AE),Call,No Answer,25
ACT-001274,2025-03-27,D-00347,Ana (AE),Meeting,No Answer,20
ACT-001275,2026-02-16,D-00133,Carla (AE),Email,Follow-up,0
ACT-001276,2025-03-20,D-00132,Ana (AE),Meeting,No Answer,7
ACT-001277,2025-03-24,D-00458,Bruno (AE),Email,Connected,0
ACT-001278,2026-02-17,D-00335,Carla (AE),Demo,Sent Proposal,65
ACT-001279,2025-07-02,D-00288,Bruno (AE),Email,Demo Scheduled,0
ACT-001280,2025-03-24,D-00200,Carla (AE),Demo,Demo Scheduled,34
ACT-001281,2025-04-07,D-00243,Diego (AE),Email,No Answer,0
ACT-001282,2025-03-24,D-00020,Ana (AE),Meeting,Connected,23
ACT-001283,2025-02-16,D-00330,Diego (AE),Meeting,No Answer,39
ACT-001284,2025-12-31,D-00069,Ana (AE),Email,Connected,0
ACT-001285,2024-12-22,D-00283,Ana (AE),Email,Demo Scheduled,0
ACT-001286,2025-09-13,D-00486,Ana (AE),Call,Connected,50
ACT-001287,2025-02-11,D-00495,Bruno (AE),Call,Connected,45
ACT-001288,2025-10-09,D-00497,Eva (SDR),Meeting,Follow-up,29
ACT-001289,2026-01-29,D-00124,Diego (AE),WhatsApp,Follow-up,0
ACT-001290,2025-07-04,D-00200,Carla (AE),WhatsApp,Connected,0
ACT-001291,2026-01-27,D-00386,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-001292,2025-10-31,D-00306,Carla (AE),Call,Connected,8
ACT-001293,2026-02-06,D-00432,Carla (AE),Email,Demo Scheduled,0
ACT-001294,2025-04-03,D-00152,Bruno (AE),Meeting,Follow-up,61
ACT-001295,2025-06-30,D-00322,Ana (AE),Demo,No Answer,30
ACT-001296,2025-01-27,D-00465,Eva (SDR),Call,Connected,7
ACT-001297,2026-02-11,D-00127,Bruno (AE),Demo,Follow-up,52
ACT-001298,2025-07-26,D-00146,Ana (AE),WhatsApp,No Answer,0
ACT-001299,2025-05-13,D-00027,Diego (AE),Email,No Answer,0
ACT-001300,2025-02-16,D-00183,Eva (SDR),Meeting,Demo Scheduled,41
ACT-001301,2025-09-25,D-00332,Carla (AE),WhatsApp,Connected,0
ACT-001302,2026-02-18,D-00058,Bruno (AE),WhatsApp,Connected,0
ACT-001303,2024-10-28,D-00066,Ana (AE),Call,Connected,25
ACT-001304,2025-03-20,D-00241,Diego (AE),WhatsApp,Sent Proposal,0
ACT-001305,2025-01-27,D-00347,Ana (AE),Email,Demo Scheduled,0
ACT-001306,2025-11-08,D-00505,Ana (AE),Meeting,Follow-up,55
ACT-001307,2025-04-12,D-00159,Carla (AE),WhatsApp,Demo Scheduled,0
ACT-001308,2025-01-22,D-00460,Carla (AE),Call,Sent Proposal,38
ACT-001309,2024-12-21,D-00233,Eva (SDR),Call,Follow-up,8
ACT-001310,2025-08-09,D-00054,Eva (SDR),Email,Connected,0
ACT-001311,2026-01-16,D-00239,Bruno (AE),Demo,Connected,45
ACT-001312,2024-12-16,D-00331,Diego (AE),WhatsApp,Follow-up,0
ACT-001313,2025-05-13,D-00020,Ana (AE),WhatsApp,No Answer,0
ACT-001314,2025-06-13,D-00425,Carla (AE),Call,Connected,9
ACT-001315,2025-11-18,D-00214,Eva (SDR),Meeting,Connected,15
ACT-001316,2025-01-29,D-00377,Carla (AE),Demo,Connected,32
ACT-001317,2025-05-26,D-00156,Bruno (AE),Call,Follow-up,41
ACT-001318,2026-02-17,D-00273,Eva (SDR),Email,No Answer,0
ACT-001319,2025-06-18,D-00207,Carla (AE),Email,Connected,0
ACT-001320,2025-01-10,D-00267,Bruno (AE),Call,Connected,8
ACT-001321,2025-08-03,D-00457,Carla (AE),Demo,Follow-up,56
ACT-001322,2026-02-15,D-00210,Ana (AE),Call,No Answer,18
ACT-001323,2025-05-21,D-00211,Ana (AE),WhatsApp,Follow-up,0
ACT-001324,2025-10-19,D-00306,Carla (AE),Demo,Demo Scheduled,51
ACT-001325,2025-10-13,D-00475,Diego (AE),Meeting,Connected,37
ACT-001326,2025-04-07,D-00223,Bruno (AE),Call,Connected,28
ACT-001327,2025-07-23,D-00342,Bruno (AE),Email,Follow-up,0
ACT-001328,2026-01-04,D-00336,Carla (AE),Demo,Follow-up,26
ACT-001329,2026-01-12,D-00504,Bruno (AE),Meeting,Connected,36
ACT-001330,2026-01-02,D-00080,Ana (AE),Call,Connected,8
ACT-001331,2025-03-09,D-00052,Eva (SDR),Demo,Sent Proposal,43
ACT-001332,2026-02-13,D-00456,Diego (AE),WhatsApp,Sent Proposal,0
ACT-001333,2025-07-24,D-00100,Ana (AE),Email,Follow-up,0
ACT-001334,2025-09-30,D-00434,Diego (AE),Call,No Answer,7
ACT-001335,2024-09-20,D-00305,Diego (AE),Demo,No Answer,38
ACT-001336,2025-05-22,D-00468,Bruno (AE),Call,Follow-up,8
ACT-001337,2025-06-06,D-00488,Diego (AE),Call,Connected,35
ACT-001338,2025-07-24,D-00467,Ana (AE),Meeting,Connected,7
ACT-001339,2025-02-04,D-00492,Eva (SDR),WhatsApp,Connected,0
ACT-001340,2025-10-02,D-00067,Carla (AE),Meeting,Connected,68
ACT-001341,2026-02-17,D-00443,Diego (AE),Email,Connected,0
ACT-001342,2025-10-22,D-00014,Ana (AE),Meeting,Sent Proposal,40
ACT-001343,2025-09-28,D-00289,Diego (AE),Call,Connected,39
ACT-001344,2025-02-11,D-00193,Eva (SDR),Meeting,Demo Scheduled,10
ACT-001345,2026-01-02,D-00446,Eva (SDR),Demo,No Answer,34
ACT-001346,2025-04-08,D-00049,Ana (AE),Email,Follow-up,0
ACT-001347,2025-07-29,D-00468,Bruno (AE),Meeting,No Answer,52
ACT-001348,2025-02-09,D-00150,Ana (AE),WhatsApp,No Answer,0
ACT-001349,2025-06-04,D-00179,Ana (AE),Email,No Answer,0
ACT-001350,2025-07-07,D-00356,Bruno (AE),Call,Follow-up,68
ACT-001351,2025-03-05,D-00418,Carla (AE),Demo,Connected,37
ACT-001352,2026-01-05,D-00141,Diego (AE),Demo,Follow-up,62
ACT-001353,2025-02-12,D-00169,Bruno (AE),Email,Sent Proposal,0
ACT-001354,2025-06-03,D-00149,Ana (AE),Email,Follow-up,0
ACT-001355,2025-03-08,D-00164,Bruno (AE),Call,Demo Scheduled,31
ACT-001356,2026-01-16,D-00406,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-001357,2025-05-20,D-00514,Diego (AE),Call,Connected,5
ACT-001358,2026-02-15,D-00261,Diego (AE),Meeting,Sent Proposal,34
ACT-001359,2026-02-05,D-00343,Diego (AE),Call,Follow-up,52
ACT-001360,2026-01-31,D-00405,Bruno (AE),Meeting,No Answer,49
ACT-001361,2024-12-30,D-00418,Carla (AE),Call,Follow-up,24
ACT-001362,2024-12-13,D-00193,Eva (SDR),Demo,Sent Proposal,18
ACT-001363,2025-07-16,D-00508,Diego (AE),Demo,Follow-up,44
ACT-001364,2025-09-17,D-00248,Bruno (AE),Email,Connected,0
ACT-001365,2025-12-21,D-00099,Carla (AE),Call,Connected,20
ACT-001366,2025-03-02,D-00213,Diego (AE),WhatsApp,Follow-up,0
ACT-001367,2025-12-06,D-00069,Ana (AE),Email,Connected,0
ACT-001368,2025-12-05,D-00367,Diego (AE),Call,Follow-up,48
ACT-001369,2025-06-10,D-00398,Eva (SDR),Call,No Answer,66
ACT-001370,2025-04-02,D-00043,Carla (AE),Demo,No Answer,49
ACT-001371,2025-08-13,D-00032,Carla (AE),WhatsApp,Demo Scheduled,0
ACT-001372,2025-02-04,D-00393,Diego (AE),WhatsApp,No Answer,0
ACT-001373,2025-03-21,D-00360,Diego (AE),Demo,No Answer,67
ACT-001374,2025-07-09,D-00089,Bruno (AE),Email,Connected,0
ACT-001375,2024-11-23,D-00252,Ana (AE),Email,Follow-up,0
ACT-001376,2025-11-07,D-00248,Bruno (AE),Demo,Connected,44
ACT-001377,2025-10-23,D-00463,Ana (AE),Meeting,Connected,21
ACT-001378,2026-02-13,D-00029,Diego (AE),Email,Follow-up,0
ACT-001379,2025-12-09,D-00475,Diego (AE),Meeting,No Answer,73
ACT-001380,2025-09-25,D-00050,Bruno (AE),Meeting,Follow-up,67
ACT-001381,2025-05-02,D-00179,Ana (AE),Email,Connected,0
ACT-001382,2026-02-03,D-00298,Ana (AE),Email,Connected,0
ACT-001383,2024-12-12,D-00159,Carla (AE),Call,No Answer,5
ACT-001384,2024-12-14,D-00397,Carla (AE),WhatsApp,Connected,0
ACT-001385,2025-01-24,D-00188,Eva (SDR),Email,Follow-up,0
ACT-001386,2025-01-11,D-00506,Bruno (AE),WhatsApp,Demo Scheduled,0
ACT-001387,2025-04-05,D-00119,Bruno (AE),Call,Connected,8
ACT-001388,2025-12-27,D-00449,Eva (SDR),Email,Follow-up,0
ACT-001389,2025-03-19,D-00022,Eva (SDR),Demo,No Answer,74
ACT-001390,2025-06-09,D-00109,Ana (AE),Email,Connected,0
ACT-001391,2026-01-25,D-00433,Carla (AE),Call,Connected,50
ACT-001392,2025-12-23,D-00487,Ana (AE),Meeting,Connected,22
ACT-001393,2026-01-12,D-00124,Diego (AE),Call,Follow-up,30
ACT-001394,2025-07-19,D-00457,Carla (AE),Email,Connected,0
ACT-001395,2026-02-13,D-00069,Ana (AE),Meeting,Follow-up,19
ACT-001396,2026-02-04,D-00041,Diego (AE),Call,No Answer,55
ACT-001397,2025-07-22,D-00012,Eva (SDR),Call,Demo Scheduled,19
ACT-001398,2026-02-15,D-00273,Eva (SDR),Call,Demo Scheduled,22
ACT-001399,2025-03-15,D-00328,Ana (AE),Demo,Demo Scheduled,29
ACT-001400,2026-01-12,D-00487,Ana (AE),Email,Connected,0
ACT-001401,2025-07-26,D-00398,Eva (SDR),Meeting,Follow-up,14
ACT-001402,2024-12-21,D-00150,Ana (AE),Demo,Connected,13
ACT-001403,2026-02-11,D-00490,Diego (AE),Demo,Connected,26
ACT-001404,2026-02-17,D-00253,Ana (AE),WhatsApp,No Answer,0
ACT-001405,2024-12-29,D-00231,Eva (SDR),Email,Demo Scheduled,0
ACT-001406,2025-02-08,D-00044,Carla (AE),WhatsApp,Connected,0
ACT-001407,2025-04-30,D-00383,Bruno (AE),Email,Demo Scheduled,0
ACT-001408,2024-11-24,D-00231,Eva (SDR),Email,Sent Proposal,0
ACT-001409,2024-12-24,D-00417,Ana (AE),Call,Follow-up,68
ACT-001410,2026-02-14,D-00077,Eva (SDR),Meeting,No Answer,15
ACT-001411,2024-11-29,D-00150,Ana (AE),Email,No Answer,0
ACT-001412,2025-06-14,D-00476,Bruno (AE),Email,Follow-up,0
ACT-001413,2026-02-18,D-00335,Carla (AE),Demo,No Answer,67
ACT-001414,2025-05-20,D-00396,Carla (AE),Meeting,Sent Proposal,22
ACT-001415,2025-07-30,D-00481,Carla (AE),Call,No Answer,48
ACT-001416,2025-12-03,D-00065,Eva (SDR),Meeting,Sent Proposal,41
ACT-001417,2025-06-04,D-00234,Carla (AE),Demo,No Answer,35
ACT-001418,2025-02-23,D-00196,Bruno (AE),Demo,Connected,47
ACT-001419,2025-11-22,D-00422,Diego (AE),Email,No Answer,0
ACT-001420,2025-05-18,D-00193,Eva (SDR),Demo,Connected,42
ACT-001421,2025-11-07,D-00195,Diego (AE),WhatsApp,Follow-up,0
ACT-001422,2026-02-17,D-00210,Ana (AE),Meeting,Connected,42
ACT-001423,2026-02-14,D-00253,Ana (AE),Meeting,Follow-up,48
ACT-001424,2025-04-04,D-00188,Eva (SDR),Email,No Answer,0
ACT-001425,2025-12-08,D-00278,Diego (AE),Email,No Answer,0
ACT-001426,2026-01-04,D-00261,Diego (AE),Call,Connected,53
ACT-001427,2025-07-01,D-00403,Carla (AE),Call,Demo Scheduled,37
ACT-001428,2026-01-04,D-00507,Diego (AE),Demo,Follow-up,40
ACT-001429,2025-06-23,D-00431,Ana (AE),Email,Sent Proposal,0
ACT-001430,2026-01-18,D-00502,Diego (AE),Call,No Answer,45
ACT-001431,2025-09-20,D-00123,Ana (AE),Call,No Answer,11
ACT-001432,2024-12-15,D-00043,Carla (AE),Email,Follow-up,0
ACT-001433,2025-05-01,D-00275,Carla (AE),WhatsApp,Sent Proposal,0
ACT-001434,2025-08-18,D-00434,Diego (AE),Call,Follow-up,12
ACT-001435,2025-01-29,D-00011,Eva (SDR),Email,Follow-up,0
ACT-001436,2025-02-01,D-00284,Bruno (AE),Email,Connected,0
ACT-001437,2025-05-26,D-00274,Eva (SDR),Email,Connected,0
ACT-001438,2025-09-18,D-00024,Bruno (AE),Meeting,Demo Scheduled,26
ACT-001439,2024-11-11,D-00393,Diego (AE),Meeting,Connected,25
ACT-001440,2025-05-02,D-00094,Diego (AE),WhatsApp,Sent Proposal,0
ACT-001441,2025-08-27,D-00277,Ana (AE),Call,Connected,57
ACT-001442,2025-12-13,D-00227,Diego (AE),Email,Connected,0
ACT-001443,2025-05-02,D-00178,Carla (AE),Email,Connected,0
ACT-001444,2025-12-19,D-00316,Eva (SDR),Meeting,Follow-up,54
ACT-001445,2025-04-25,D-00457,Carla (AE),Call,Demo Scheduled,57
ACT-001446,2026-01-16,D-00455,Bruno (AE),Call,Demo Scheduled,53
ACT-001447,2025-09-15,D-00024,Bruno (AE),WhatsApp,Connected,0
ACT-001448,2026-01-06,D-00504,Bruno (AE),WhatsApp,Follow-up,0
ACT-001449,2025-02-01,D-00330,Diego (AE),Email,Follow-up,0
ACT-001450,2026-01-19,D-00453,Carla (AE),Call,Connected,14
ACT-001451,2025-06-01,D-00387,Bruno (AE),WhatsApp,Connected,0
ACT-001452,2025-09-01,D-00322,Ana (AE),Email,Connected,0
ACT-001453,2025-11-01,D-00298,Ana (AE),Email,Demo Scheduled,0
ACT-001454,2026-01-30,D-00025,Carla (AE),Demo,Connected,13
ACT-001455,2026-02-05,D-00464,Carla (AE),WhatsApp,No Answer,0
ACT-001456,2025-04-28,D-00354,Carla (AE),Email,No Answer,0
ACT-001457,2025-06-18,D-00457,Carla (AE),Call,Connected,34
ACT-001458,2025-12-20,D-00276,Bruno (AE),Demo,Connected,25
ACT-001459,2024-12-04,D-00173,Carla (AE),Demo,Follow-up,72
ACT-001460,2025-12-21,D-00201,Bruno (AE),Demo,No Answer,34
ACT-001461,2026-02-13,D-00093,Eva (SDR),Demo,Connected,75
ACT-001462,2025-05-10,D-00052,Eva (SDR),Call,Sent Proposal,62
ACT-001463,2025-06-16,D-00153,Ana (AE),Call,No Answer,28
ACT-001464,2025-05-22,D-00235,Ana (AE),Email,Follow-up,0
ACT-001465,2024-10-29,D-00238,Diego (AE),Meeting,Follow-up,27
ACT-001466,2026-02-04,D-00296,Ana (AE),Email,No Answer,0
ACT-001467,2025-11-11,D-00172,Carla (AE),Call,Sent Proposal,14
ACT-001468,2026-02-10,D-00069,Ana (AE),Call,Demo Scheduled,27
ACT-001469,2026-02-14,D-00128,Ana (AE),Meeting,No Answer,27
ACT-001470,2025-11-24,D-00157,Diego (AE),Call,Connected,26
ACT-001471,2025-12-13,D-00279,Eva (SDR),WhatsApp,Follow-up,0
ACT-001472,2026-01-10,D-00059,Carla (AE),Call,Connected,24
ACT-001473,2025-05-03,D-00136,Ana (AE),Demo,Demo Scheduled,40
ACT-001474,2024-11-18,D-00474,Bruno (AE),Email,Follow-up,0
ACT-001475,2025-02-05,D-00255,Diego (AE),Meeting,Demo Scheduled,13
ACT-001476,2025-05-23,D-00387,Bruno (AE),Call,No Answer,67
ACT-001477,2026-02-04,D-00405,Bruno (AE),Meeting,No Answer,72
ACT-001478,2025-02-23,D-00478,Ana (AE),Email,Follow-up,0
ACT-001479,2025-02-23,D-00415,Diego (AE),Meeting,No Answer,69
ACT-001480,2025-05-17,D-00512,Bruno (AE),WhatsApp,Connected,0
ACT-001481,2024-12-06,D-00377,Carla (AE),Call,Sent Proposal,53
ACT-001482,2025-05-28,D-00385,Eva (SDR),Email,No Answer,0
ACT-001483,2026-02-13,D-00204,Bruno (AE),Call,No Answer,23
ACT-001484,2025-12-23,D-00461,Eva (SDR),WhatsApp,Follow-up,0
ACT-001485,2025-05-06,D-00310,Diego (AE),Call,Connected,34
ACT-001486,2025-04-22,D-00450,Carla (AE),Email,No Answer,0
ACT-001487,2025-05-27,D-00477,Diego (AE),Demo,No Answer,58
ACT-001488,2026-02-15,D-00053,Eva (SDR),Demo,Demo Scheduled,17
ACT-001489,2026-01-15,D-00303,Eva (SDR),Call,No Answer,54
ACT-001490,2025-10-13,D-00444,Eva (SDR),Meeting,No Answer,70
ACT-001491,2025-09-10,D-00489,Bruno (AE),Demo,Demo Scheduled,66
ACT-001492,2025-12-30,D-00070,Ana (AE),Email,No Answer,0
ACT-001493,2025-04-26,D-00519,Ana (AE),Call,Connected,39
ACT-001494,2025-01-22,D-00062,Ana (AE),Meeting,Follow-up,52
ACT-001495,2025-12-31,D-00025,Carla (AE),Email,Demo Scheduled,0
ACT-001496,2026-02-07,D-00472,Eva (SDR),Meeting,Connected,11
ACT-001497,2026-02-18,D-00127,Bruno (AE),WhatsApp,No Answer,0
ACT-001498,2025-11-11,D-00038,Diego (AE),WhatsApp,Follow-up,0
ACT-001499,2025-11-23,D-00069,Ana (AE),Demo,No Answer,61
ACT-001500,2025-02-10,D-00274,Eva (SDR),Call,Sent Proposal,16
ACT-001501,2024-12-08,D-00394,Eva (SDR),Email,Connected,0
ACT-001502,2025-03-20,D-00311,Carla (AE),Demo,Connected,29
ACT-001503,2024-11-06,D-00428,Bruno (AE),Email,Follow-up,0
ACT-001504,2025-07-13,D-00216,Diego (AE),Demo,Connected,9
ACT-001505,2026-02-11,D-00272,Eva (SDR),Email,Connected,0
ACT-001506,2025-08-03,D-00480,Diego (AE),Demo,No Answer,15
ACT-001507,2025-03-21,D-00471,Ana (AE),Meeting,Sent Proposal,65
ACT-001508,2026-01-27,D-00265,Bruno (AE),Meeting,Demo Scheduled,47
ACT-001509,2026-02-17,D-00335,Carla (AE),Meeting,Demo Scheduled,71
ACT-001510,2025-12-09,D-00286,Diego (AE),WhatsApp,Connected,0
ACT-001511,2025-02-01,D-00023,Bruno (AE),Email,No Answer,0
ACT-001512,2025-12-23,D-00308,Eva (SDR),Demo,Sent Proposal,11
ACT-001513,2025-10-22,D-00308,Eva (SDR),Call,Connected,33
ACT-001514,2024-12-14,D-00225,Diego (AE),Email,Connected,0
ACT-001515,2025-04-05,D-00101,Ana (AE),Meeting,No Answer,56
ACT-001516,2025-05-30,D-00430,Carla (AE),Email,Connected,0
ACT-001517,2025-03-18,D-00167,Carla (AE),Email,Sent Proposal,0
ACT-001518,2025-03-22,D-00068,Diego (AE),Demo,Connected,56
ACT-001519,2025-11-22,D-00443,Diego (AE),Email,Sent Proposal,0
ACT-001520,2025-09-03,D-00342,Bruno (AE),Call,Connected,67
ACT-001521,2026-02-17,D-00406,Ana (AE),Call,No Answer,35
ACT-001522,2025-02-27,D-00294,Bruno (AE),Meeting,Connected,25
ACT-001523,2026-02-18,D-00335,Carla (AE),Demo,Connected,15
ACT-001524,2024-12-19,D-00009,Bruno (AE),Meeting,No Answer,16
ACT-001525,2025-01-22,D-00156,Bruno (AE),Call,Connected,22
ACT-001526,2026-02-04,D-00299,Carla (AE),Email,Follow-up,0
ACT-001527,2026-02-12,D-00366,Ana (AE),Call,Connected,44
ACT-001528,2024-10-20,D-00339,Bruno (AE),Call,Follow-up,10
ACT-001529,2026-01-08,D-00001,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-001530,2025-09-17,D-00503,Carla (AE),Email,Connected,0
ACT-001531,2025-04-06,D-00074,Diego (AE),Email,Connected,0
ACT-001532,2024-11-11,D-00267,Bruno (AE),Meeting,Follow-up,17
ACT-001533,2025-07-27,D-00509,Ana (AE),Call,Connected,55
ACT-001534,2025-02-17,D-00347,Ana (AE),Meeting,Demo Scheduled,50
ACT-001535,2025-10-27,D-00314,Carla (AE),Meeting,Demo Scheduled,58
ACT-001536,2025-05-15,D-00241,Diego (AE),Meeting,Connected,64
ACT-001537,2025-05-11,D-00153,Ana (AE),Call,Connected,20
ACT-001538,2025-01-06,D-00152,Bruno (AE),Demo,Connected,14
ACT-001539,2025-08-22,D-00290,Bruno (AE),Meeting,Follow-up,66
ACT-001540,2025-12-14,D-00446,Eva (SDR),Call,Follow-up,75
ACT-001541,2025-03-19,D-00310,Diego (AE),Demo,Follow-up,51
ACT-001542,2026-02-17,D-00161,Carla (AE),Call,Connected,9
ACT-001543,2026-02-05,D-00259,Ana (AE),Call,No Answer,55
ACT-001544,2025-08-27,D-00332,Carla (AE),Call,No Answer,59
ACT-001545,2025-04-10,D-00323,Diego (AE),Demo,Connected,26
ACT-001546,2025-03-08,D-00257,Diego (AE),Call,Demo Scheduled,47
ACT-001547,2024-12-20,D-00152,Bruno (AE),Demo,Connected,68
ACT-001548,2026-01-08,D-00285,Eva (SDR),WhatsApp,No Answer,0
ACT-001549,2025-06-17,D-00010,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-001550,2024-12-07,D-00382,Ana (AE),Call,No Answer,69
ACT-001551,2025-03-09,D-00207,Carla (AE),Call,Follow-up,69
ACT-001552,2026-01-07,D-00281,Eva (SDR),Email,Follow-up,0
ACT-001553,2025-09-25,D-00202,Carla (AE),WhatsApp,Follow-up,0
ACT-001554,2026-02-11,D-00041,Diego (AE),Demo,Follow-up,42
ACT-001555,2025-04-11,D-00468,Bruno (AE),Email,Connected,0
ACT-001556,2026-01-29,D-00065,Eva (SDR),WhatsApp,No Answer,0
ACT-001557,2025-11-28,D-00475,Diego (AE),Demo,Demo Scheduled,33
ACT-001558,2025-09-30,D-00461,Eva (SDR),Email,Follow-up,0
ACT-001559,2025-03-06,D-00040,Bruno (AE),Meeting,Follow-up,55
ACT-001560,2026-01-19,D-00272,Eva (SDR),Meeting,Connected,62
ACT-001561,2026-02-14,D-00245,Diego (AE),Call,Connected,14
